================================================================================
=== value network
train time
2.635858,2.7021559999999987,2.6186526000000008,2.6389755999999984,2.640054400000004,2.6609282000000007,2.4952518000000055,2.653427100000002,2.687160300000002,2.7013055999999978,2.6683724000000097,2.6650392999999895,2.6825339999999898,2.713965799999997,2.6836990999999983,2.6981777000000022,2.7243111000000226,2.7379253000000006,2.7132013000000086,2.707880099999983,2.6945604999999944,2.7251870000000054,2.750232400000016,2.739358199999998,2.7470696999999973,2.771909700000009,2.7527398999999946,2.773941800000017,2.7869864000000177,3.5946500999999955,2.7712610000000097,2.752339300000017,2.8144783999999845,3.1669956999999727,2.764865699999973,2.8363950000000386,2.807280300000002,2.124877500000025,2.8094690000000355,2.8327969000000053,2.8191322000000127,2.8397324999999682,2.8224294999999984,2.8695522999999525,2.825137600000005,2.440755499999966,3.053758700000003,2.80731609999998,2.8880315999999766,2.9435406999999714,2.9470977999999945,2.93912320000004,2.962552599999981,2.9287172999999598,2.9871455999999625,2.9585002999999688,2.971359199999995,2.996947700000021,2.939660800000013,3.007780900000057,3.0137684000000036,3.011047500000018,3.0450177999999823,3.063728699999956
mean squared error
0.0049949735,0.014817964,0.010239578,0.01412917,0.0070747193,0.008064983,0.020301392,0.013836604
0.011985877,0.027258692,0.014888652,0.048818193,0.027591867,0.021402216,0.017659936,0.017504241
0.010597483,0.017929368,0.05430731,0.0111282375,0.01682218,0.018325076,0.014738148,0.02023017
0.0056385295,0.0067498963,0.012289058,0.010836948,0.030849103,0.0073557724,0.00487267,0.0055693006
0.014180959,0.024887081,0.011902757,0.026559468,0.016792241,0.015880318,0.041271668,0.03307614
0.015072938,0.016092654,0.0103023425,0.013291641,0.011868544,0.010975033,0.005484914,0.012236534
0.017340465,0.014673367,0.014385716,0.0115370145,0.010617202,0.009907203,0.019308308,0.009969095
0.028403046,0.023447324,0.025974913,0.042390753,0.022904001,0.023527447,0.04348474,0.024615606
0.0045127347,0.0056981663,0.0040429207,0.0040249727,0.0075642075,0.0033193002,0.0062075485,0.004454689
0.014631296,0.023998337,0.024889605,0.025121795,0.027774006,0.041167296,0.014814505,0.022804443
0.004541321,0.0045588566,0.0053640194,0.004416762,0.0050761295,0.008704439,0.0062561096,0.00502885
