================================================================================
=== value network
train time
2.4853413999999994,2.5347477000000005,2.476465400000002,2.4768732,2.514830400000001,2.509375800000001,2.515130499999998,2.727787599999999,2.5072799000000003,2.563472399999995,2.8151498000000004,2.505774399999993,2.5225968000000023,2.498926400000002,2.5111677000000014,2.521262500000006,2.5226788999999883,0.9823570999999731,2.524798500000003,2.543713700000012,2.5395911999999896,2.532248899999985,2.5543452999999943,3.170514300000008,3.3247215000000097,2.5484739000000047,2.554791899999998,2.554871800000001,2.55534320000001,2.6055120999999986,2.576655399999993,2.469824799999998,2.9086765999999784,2.5777077999999847,2.57893439999998,2.5901130000000308,2.5675986999999623,2.579578099999992,2.58422539999998,2.686429300000043,2.5995421999999735,2.605028799999957,2.5991639000000077,2.6171357999999714,2.2430171000000314,2.0348529000000326,2.615390199999979,2.6469922999999653,2.6269877000000292,2.6409019999999828,2.6434082000000103,2.673603899999989,2.6780875999999694,2.6022266000000513,2.5561868000000345,2.697195700000009,2.674776500000007,2.7110807999999906,2.688952400000005,2.708351300000004,2.708134400000006,2.6401515000000018,2.7903751000000057,2.744445799999994
mean squared error
0.0090355845,0.009108654,0.0058901054,0.0066707092,0.0069618234,0.0051951525,0.008076273
0.01399285,0.009547877,0.0079657715,0.0073656915,0.007519467,0.0069250073,0.0065484247
0.008130043,0.0077723986,0.0045761913,0.007875961,0.003108811,0.0051538395,0.005275481
0.032558568,0.022656536,0.02949311,0.014508899,0.017817002,0.024774602,0.019227987
0.01064256,0.013056705,0.010043961,0.007797801,0.025363652,0.010576304,0.007944932
0.014988803,0.0069121583,0.009396577,0.010706991,0.010545881,0.009535917,0.008613254
0.005762586,0.008479892,0.010166044,0.005071966,0.005442479,0.0075976253,0.008574522
0.007504534,0.014756077,0.011249361,0.015800053,0.011063008,0.02687165,0.034520816
0.0046054497,0.0023121943,0.0034556459,0.0028008835,0.0020178293,0.0024693345,0.0058145896
0.012615342,0.014672319,0.020117313,0.009503477,0.006694311,0.0062947,0.009209448
0.0136073725,0.019631593,0.018534718,0.016198982,0.012389831,0.015857019,0.0066484353
0.012422173,0.02703071,0.021159038,0.031074505,0.028646905,0.014270093,0.010186228
0.0154044535,0.008409279,0.014464607,0.013753303,0.012298092,0.010619114,0.033750877
0.012894021,0.015751936,0.037235864,0.03925559,0.021496568,0.03972483,0.041622926
0.007485649,0.01966757,0.009079118,0.0062046056,0.012848263,0.03026176,0.015008354
0.008624415,0.009757566,0.009984305,0.013475966,0.008104817,0.02047574,0.017530248
0.009331351,0.028647095,0.026362479,0.048569687,0.019784087,0.04004563,0.054346066
0.026902167,0.051063873,0.010183304,0.038081564,0.02540112,0.010907204,0.042121124
0.018504921,0.013918498,0.015099351,0.009619702,0.012838109,0.04262024,0.027664999
0.0054063615,0.0039014462,0.0040452112,0.004768038,0.0025796776,0.009324762,0.011980599
0.0039402805,0.013236484,0.00805348,0.004620703,0.007988676,0.007308477,0.012096703
0.02292622,0.0165906,0.0104634315,0.019037494,0.008184658,0.0137481475,0.019965092
0.010676601,0.011043177,0.014764274,0.012131769,0.016951783,0.009442311,0.009485412
0.013414238,0.008485234,0.005203818,0.0021113318,0.004561993,0.004093685,0.0026989074
0.011710155,0.011407694,0.007969335,0.015491492,0.014933863,0.009124128,0.012460986
0.008680463,0.020264704,0.015426749,0.0069209547,0.008909451,0.0040161056,0.005288527
0.012297956,0.048548166,0.041297726,0.036162063,0.012303433,0.04122132,0.048789106
0.005593114,0.0076454435,0.009373008,0.007745258,0.004275294,0.006265199,0.0070631667
0.022018192,0.010251069,0.017147833,0.008451966,0.008946736,0.011466475,0.00753054
0.03866519,0.019443663,0.02652607,0.013848898,0.00786226,0.014645578,0.018141387
0.0064062607,0.046941224,0.008399122,0.010480502,0.011523366,0.005502697,0.0073933606
0.021109663,0.006449791,0.01120118,0.02638326,0.0122695705,0.010338646,0.01658418
0.022692623,0.009840139,0.023517033,0.008066995,0.017995203,0.0104564745,0.008330374
0.009862819,0.014435137,0.00915774,0.00986811,0.008077835,0.010820457,0.013241602
0.0065084924,0.004116316,0.0069259205,0.0074367817,0.0053689005,0.010062336,0.0055323
0.009886628,0.0064494573,0.008103622,0.010403718,0.006984122,0.0035336644,0.0058205356
0.004590729,0.0069118743,0.009050696,0.004476525,0.0061280546,0.007769954,0.004308482
0.004825379,0.0046849716,0.0052582677,0.0054022395,0.007890617,0.007640076,0.0041972203
0.009760797,0.008596502,0.0071314923,0.015631074,0.015516332,0.0109089315,0.007599968
0.0049207197,0.004167533,0.005019327,0.0060966243,0.011154169,0.0052271034,0.0076247496
0.034879845,0.015280584,0.013040789,0.044748195,0.008569972,0.010426737,0.038372938
0.006556493,0.0038761848,0.0084175905,0.008020393,0.009031022,0.0055370135,0.0066927187
0.0087299775,0.013247661,0.004893512,0.0068045375,0.005619019,0.006918738,0.006830622
0.004702404,0.005782294,0.005425552,0.004905135,0.0048482344,0.0037080287,0.010310218
0.004581514,0.0049772565,0.0047532497,0.004684787,0.0018434164,0.0033244947,0.0058301557
0.01056028,0.011604205,0.01696228,0.0103340065,0.02817559,0.04067788,0.02215883
0.017177409,0.0071233325,0.004682141,0.009406463,0.017480524,0.009718055,0.011206276
0.01683574,0.008302538,0.0071382625,0.00904295,0.008253721,0.006714055,0.005261464
0.032700066,0.008215415,0.011897699,0.008191703,0.03656728,0.023421437,0.009099684
0.010037392,0.004846803,0.005935855,0.0037724485,0.011078492,0.005388475,0.006964788
0.016628198,0.012721569,0.011083328,0.010558613,0.01414354,0.0104853455,0.011745369
0.0077722054,0.0061008427,0.012567797,0.00986595,0.013180735,0.010999634,0.007108465
0.01970144,0.010941406,0.032957345,0.018611744,0.012137483,0.020665077,0.019660732
0.015806643,0.013433316,0.021907844,0.01604618,0.014603435,0.019451661,0.013534425
0.0047141206,0.010375176,0.0063492996,0.005927025,0.0054793186,0.015694609,0.004088523
0.005632595,0.0077008046,0.011913813,0.011458313,0.013412426,0.016296465,0.0069255326
0.0112202605,0.024097428,0.014121315,0.043474462,0.016901094,0.01466799,0.024368975
0.027139323,0.02797797,0.0030922934,0.041170344,0.028069947,0.003708539,0.03859119
0.005940513,0.004434983,0.007861872,0.0048078233,0.0038738707,0.004198092,0.0057533816
0.026112022,0.016840694,0.03586438,0.010988908,0.013328533,0.01326732,0.00703177
0.0056449077,0.0054280944,0.0044800416,0.005739966,0.0067196833,0.007948919,0.0073724682
0.004618705,0.0070228856,0.00507593,0.012602057,0.009053773,0.010427546,0.008432332
0.009099032,0.012861908,0.009357065,0.025932116,0.010700579,0.0106524285,0.0056295134
0.006908172,0.017081568,0.0129266195,0.006487485,0.016917452,0.012552329,0.007300783
mean absolute error
0.07535174,0.074434966,0.060270473,0.062449828,0.06532897,0.056825396,0.072334126
