================================================================================
=== value network
train time
1.7648932000000004,2.732834499999999,3.4746679999999976,2.6781950000000023,2.7425408000000004,2.6884524000000027,2.6846154999999996,2.7161859999999933,2.6763823999999943,2.7063155999999964,2.716126200000005,2.752883499999996,2.699573799999996,2.770184300000011,2.7445737000000037,2.778819299999981,2.7620233999999755,2.7413178000000187,2.7486113000000216,2.805501300000003,2.7889370999999983,2.79432589999999,2.803587399999998,2.456947900000017,2.842622900000009,2.842670400000003,2.8369195999999874,2.8132190999999978,2.8300504999999987,3.6326502000000005,2.828887400000042,2.8563420000000406,2.870607899999982,2.8420019999999795,2.9031613999999877,2.9263914999999656,2.924473599999999,3.4423027000000275,2.921509100000037,2.8972583999999983,2.9629333000000315,2.9601352999999904,2.956760900000006,3.662033199999996,3.0180305999999746,3.5266575999999645,3.037425399999961,2.9738556999999446,3.0626420000000394,3.065595299999984,3.0445546000000263,3.1235910999999987,3.0624252999999726,3.13947730000001,3.0993209000000093,3.1048180999999886,2.709967199999994,3.1033426999999847,3.0172796000000517,3.0876954999999953,3.1161941999999954,3.1241809000000558,3.136944900000003,3.188349300000027
mean squared error
0.012956974,0.026858184,0.052332323,0.037781112,0.03162438,0.031956803,0.025921868,0.040588256,0.038206514
0.013729251,0.008357174,0.005650089,0.00905262,0.016947316,0.010601791,0.013735232,0.011338425,0.011341634
0.0088400785,0.010299396,0.012396236,0.012903228,0.008850572,0.004054368,0.007964068,0.008330666,0.009409314
0.02626592,0.026596233,0.05413356,0.015435265,0.023645364,0.016973404,0.010441955,0.027817845,0.04037952
0.010699608,0.016012026,0.01389567,0.016127195,0.018856749,0.0178888,0.011383302,0.02050713,0.016153537
0.026480138,0.06654224,0.06712145,0.030245477,0.043112315,0.03154556,0.012354714,0.02776841,0.04815408
0.011397838,0.01554728,0.014778176,0.01188021,0.03005945,0.011172519,0.011255323,0.018409077,0.013991711
0.018500935,0.011563019,0.0056048087,0.009344261,0.014250268,0.011147085,0.01275105,0.017105825,0.011469249
0.0067246417,0.006525902,0.008253159,0.005455561,0.005146436,0.0056281234,0.0098812785,0.005804998,0.0035999173
0.015481109,0.014506382,0.0104236575,0.011474991,0.014721508,0.005910558,0.013267897,0.019975435,0.014422113
0.011222196,0.015768081,0.019594772,0.019867115,0.01964627,0.030597959,0.01586098,0.018093452,0.020130727
0.029364757,0.032912534,0.008466955,0.047692325,0.03345126,0.02468937,0.009082818,0.062230323,0.042441692
0.004768557,0.008965856,0.00571698,0.011020934,0.006110032,0.0082299495,0.009889069,0.0069366884,0.007858177
0.05144086,0.020583041,0.026376333,0.09144908,0.024901412,0.040427014,0.03042938,0.060730025,0.05944969
0.01090038,0.013647211,0.021905493,0.01626784,0.01188872,0.016468553,0.015646784,0.021362076,0.010827321
0.01860563,0.06935408,0.0600253,0.03672627,0.009539234,0.010833592,0.035596386,0.053836524,0.0120039
0.0323951,0.031543218,0.03861836,0.013148357,0.02318591,0.0034922478,0.008903909,0.032548208,0.02211887
0.007458758,0.007686166,0.0065149125,0.0056184903,0.008545412,0.006961712,0.015924726,0.012054926,0.0067400862
0.008354069,0.012649969,0.0073016384,0.01848104,0.0115977,0.013298211,0.008657768,0.012533028,0.011136967
0.019703511,0.006185807,0.010864789,0.02590763,0.0036521917,0.015667176,0.008359756,0.01571913,0.030354023
0.006542279,0.0088949185,0.0070968852,0.008150007,0.020758374,0.012187602,0.0070998813,0.0069472953,0.008796434
0.016926456,0.024100931,0.022673754,0.016113842,0.018856693,0.012476324,0.017407436,0.022106828,0.030533867
0.011723954,0.018668495,0.008626354,0.0074096234,0.008448192,0.009638566,0.008231146,0.01511591,0.007343881
0.011025917,0.016634928,0.007502104,0.014740967,0.0077047604,0.009642062,0.010746554,0.025481667,0.014207739
0.0075415266,0.012335669,0.030600965,0.01956976,0.018833207,0.022507023,0.014378827,0.031759366,0.025629032
0.011324773,0.011738913,0.021788137,0.0086561935,0.009909314,0.019885208,0.010186885,0.019331615,0.012594419
0.0039891163,0.03251873,0.020828988,0.018027598,0.030520106,0.005503207,0.032776322,0.011906415,0.029174594
0.04143471,0.013414029,0.016354816,0.051836893,0.029016212,0.03131955,0.016673816,0.05196165,0.03643975
0.011524127,0.018369406,0.026322128,0.039919823,0.015536423,0.028998135,0.02567266,0.067642234,0.039732035
0.016544346,0.0149272615,0.01394544,0.009097573,0.011767513,0.012717063,0.011182363,0.009003697,0.009975897
0.008964452,0.012274397,0.0073389728,0.013732959,0.014896601,0.006376582,0.010695136,0.020586843,0.008456645
0.015098105,0.01969308,0.03642642,0.02247389,0.011117522,0.026512068,0.017367449,0.03299549,0.010488624
