         471783959 function calls (419599747 primitive calls) in 335.788 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 utils.py:15(<module>)
      114    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 queue_runner_impl.py:16(<module>)
        1    0.000    0.000    0.001    0.001 remote.py:15(<module>)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
       20    0.000    0.000    0.000    0.000 init_ops.py:105(__init__)
        1    0.000    0.000    0.004    0.004 matmul_registrations.py:15(<module>)
        2    0.000    0.000    0.000    0.000 adam.py:15(<module>)
        1    0.000    0.000    0.003    0.003 func_graph.py:15(<module>)
        1    0.000    0.000    0.010    0.010 layers.py:17(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       48    0.000    0.000    0.000    0.000 lapack.py:834(backtickrepl)
        1    0.000    0.000    0.004    0.004 util_ops.py:15(<module>)
        7    0.000    0.000    0.000    0.000 lazy.py:86(_memoize)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
        1    0.000    0.000    0.001    0.001 gen_ragged_conversion_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tpu_strategy_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.094    0.094 v1.py:19(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 io.py:15(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.001    0.001 all_renames_v2.py:15(<module>)
       25    0.000    0.000    0.000    0.000 gen_math_ops.py:6473(not_equal)
        1    0.000    0.000    0.004    0.004 interleave_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.011    0.011 platform.py:10(<module>)
      231    0.000    0.000    0.000    0.000 all_util.py:50(<genexpr>)
      115    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.008    0.008 sparse.py:15(<module>)
        5    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       63    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 __init__.py:38(populate_deserializable_objects)
        2    0.000    0.000    0.002    0.001 rnn_cell_wrapper_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:16(<module>)
       16    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
        8    0.000    0.000    0.001    0.000 deprecation.py:74(_add_deprecated_arg_value_notice_to_docstring)
        1    0.000    0.000    0.005    0.005 loader_impl.py:16(<module>)
        1    0.000    0.000    0.001    0.001 gen_checkpoint_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 xla_ops.py:4(<module>)
        1    0.000    0.000    0.002    0.002 constraints.py:17(<module>)
        9    0.000    0.000    0.000    0.000 sparse_ops.py:2897(__init__)
        1    0.000    0.000    0.000    0.000 mfcc_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 absltest.py:558(TestCase)
        1    0.000    0.000    0.009    0.009 _defines.py:18(<module>)
        1    0.000    0.000    0.001    0.001 ragged_math_ops.py:15(<module>)
        1    0.000    0.000    0.011    0.011 adjoint_registrations.py:15(<module>)
        1    0.000    0.000    0.001    0.001 tfprof_logger.py:18(<module>)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 ops.py:1820(Operation)
       12    0.000    0.000    0.001    0.000 file_io.py:252(file_exists_v2)
        1    0.000    0.000    0.000    0.000 ragged_gather_ops.py:15(<module>)
       10    0.000    0.000    0.000    0.000 _flag.py:320(__init__)
        1    0.000    0.000    0.001    0.001 gen_batch_ops.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _helpers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:17(<module>)
       43    0.000    0.000    0.000    0.000 re.py:309(_subx)
        1    0.000    0.000    0.008    0.008 reduction.py:10(<module>)
      217    0.000    0.000    0.000    0.000 tf_decorator.py:278(decorator_argspec)
        7    0.000    0.000    0.000    0.000 ragged_math_ops.py:634(_set_ragged_reduce_docstring)
        1    0.000    0.000    0.040    0.040 distribute_coordinator.py:15(<module>)
        1    0.000    0.000    0.015    0.015 converter.py:60(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.001    0.001 origin_info.py:15(<module>)
        7    0.000    0.000    0.000    0.000 tracking.py:356(cached_per_instance)
        1    0.000    0.000    0.091    0.091 sequential.py:17(<module>)
        3    0.000    0.000    0.605    0.202 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        2    0.000    0.000    0.002    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 beta.py:15(<module>)
       19    0.000    0.000    0.032    0.002 six.py:80(_import_module)
        1    0.000    0.000    0.004    0.004 client.py:16(<module>)
        1    0.000    0.000    0.001    0.001 json_format.py:41(<module>)
        2    0.000    0.000    0.595    0.297 __init__.py:18(<module>)
        1    0.000    0.000    0.003    0.003 importer.py:15(<module>)
        2    0.000    0.000    0.019    0.010 gradients.py:15(<module>)
        1    0.000    0.000    0.002    0.002 linalg_grad.py:35(<module>)
        1    0.000    0.000    0.000    0.000 reconstruction_ops.py:15(<module>)
        5    0.000    0.000    0.002    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.006    0.006 subprocess.py:42(<module>)
       23    0.000    0.000    0.000    0.000 _flagvalues.py:1286(_check_method_name_conflicts)
        1    0.000    0.000    0.002    0.002 descriptor.py:33(<module>)
        1    0.000    0.000    0.000    0.000 ragged_tensor.py:58(RaggedTensor)
        1    0.000    0.000    0.000    0.000 utils_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sparse_csr_matrix_ops.py:47(<listcomp>)
        2    0.000    0.000    0.000    0.000 slices.py:15(<module>)
      9/6    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
        1    0.000    0.000    0.002    0.002 error_interpolation.py:19(<module>)
        1    0.000    0.000    0.000    0.000 gen_script_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 main_op_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 paths.py:3(<module>)
        1    0.000    0.000    0.000    0.000 profiler_v2.py:31(<module>)
        1    0.000    0.000    0.000    0.000 ragged_conversion_ops.py:15(<module>)
       97    0.000    0.000    0.000    0.000 descriptor_pool.py:1270(Default)
        1    0.000    0.000    0.006    0.006 contract.py:3(<module>)
        1    0.000    0.000    0.009    0.009 compat.py:9(<module>)
        1    0.000    0.000    0.010    0.010 context.py:1(<module>)
      126    0.000    0.000    0.000    0.000 contextlib.py:58(_recreate_cm)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.002    0.002 dataset.py:247(Dataset)
        1    0.000    0.000    0.110    0.110 io_utils.py:16(<module>)
       31    0.000    0.000    0.001    0.000 ragged_dispatch.py:169(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:15(<module>)
        1    0.000    0.000    0.002    0.002 text_vectorization.py:15(<module>)
        1    0.000    0.000    0.420    0.420 data_service_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:15(<module>)
        1    0.000    0.000    0.001    0.001 debug_data.py:15(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 context.py:902(config)
        1    0.000    0.000    0.000    0.000 tensor_array_grad.py:15(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
      6/1    0.000    0.000    0.000    0.000 python_message.py:1110(InternalSerialize)
        1    0.000    0.000    0.014    0.014 training_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:17(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000    0.004    0.004 financial.py:12(<module>)
        1    0.000    0.000    0.009    0.009 optional_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tf_should_use.py:15(<module>)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:87(<module>)
        1    0.000    0.000    0.002    0.002 wrappers.py:1(<module>)
       32    0.000    0.000    0.000    0.000 options.py:59(create_option)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:104(DatasetV2)
        1    0.000    0.000    0.000    0.000 any_pb2.py:4(<module>)
        1    0.000    0.000    0.007    0.007 cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.031    0.031 tpu_cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.002    0.002 gfile.py:21(<module>)
       48    0.000    0.000    0.000    0.000 dtypes.py:205(__ne__)
       10    0.000    0.000    0.000    0.000 typing.py:535(__init__)
        1    0.000    0.000    0.000    0.000 builder_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.002    0.002 signature_def_utils_impl.py:15(<module>)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.001    0.001 custom_gradient.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:462(TPUExtended)
       23    0.000    0.000    0.000    0.000 _flagvalues.py:191(register_flag_by_module_id)
        1    0.000    0.000    0.001    0.001 decoder.py:79(<module>)
        2    0.000    0.000    0.000    0.000 ftrl.py:15(<module>)
        9    0.000    0.000    0.001    0.000 dispatch.py:175(decorator)
        1    0.000    0.000    0.002    0.002 bitwise_ops.py:16(<module>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.005    0.005 control_flow_ops.py:15(<module>)
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
        1    0.000    0.000    0.015    0.015 parameterized.py:174(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       23    0.000    0.000    0.000    0.000 _flag.py:143(_get_parsed_value_as_string)
        1    0.000    0.000    0.001    0.001 policy.py:15(<module>)
        1    0.000    0.000    0.114    0.114 saving_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 grouping.py:15(<module>)
        1    0.000    0.000    0.000    0.000 regularizers.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
      201    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 text_format.py:1070(_MergeScalarField)
        1    0.000    0.000    0.017    0.017 saveable_object_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 coordinator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 critical_section_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:50(Beta)
       30    0.000    0.000    0.000    0.000 tfprof_log_pb2.py:6(<lambda>)
       20    0.000    0.000    0.001    0.000 tf_should_use.py:216(should_use_result)
        1    0.000    0.000    0.000    0.000 wrap_function.py:16(<module>)
        1    0.000    0.000    0.004    0.004 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitioned_variables.py:50(<module>)
        1    0.000    0.000    0.002    0.002 category_encoding.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_audio_microfrontend_op.py:4(<module>)
        1    0.000    0.000    0.001    0.001 image_dataset.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:257(Tensor)
        1    0.000    0.000    0.004    0.004 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.013    0.013 gfile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_zeros.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ragged_batch_gather_with_default_op.py:15(<module>)
        1    0.000    0.000    0.003    0.003 all_utils.py:19(<module>)
        1    0.000    0.000    0.000    0.000 inplace_ops.py:17(<module>)
        1    0.000    0.000    0.000    0.000 sparse_grad.py:16(<module>)
        1    0.000    0.000    0.000    0.000 training_arrays.py:16(<module>)
        1    0.000    0.000    0.000    0.000 <string>:4(<module>)
        1    0.000    0.000    0.002    0.002 interpreter.py:16(<module>)
        1    0.000    0.000    0.001    0.001 densenet.py:21(<module>)
        1    0.000    0.000    0.003    0.003 py_checkpoint_reader.py:15(<module>)
       60    0.000    0.000    0.000    0.000 enum.py:633(value)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        1    0.000    0.000    0.000    0.000 versions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:5(<module>)
       37    0.000    0.000    0.000    0.000 ops.py:177(_override_helper)
        2    0.000    0.000    0.009    0.004 request.py:1(<module>)
        1    0.000    0.000    0.011    0.011 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect_utils.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cudnn_recurrent.py:16(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        6    0.000    0.000    0.001    0.000 def_function.py:1423(decorated)
        1    0.000    0.000    0.014    0.014 group.py:12(<module>)
       81    0.000    0.000    0.000    0.000 enum.py:628(name)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 variables.py:267(Variable)
        1    0.000    0.000    0.023    0.023 tpu_system_metadata.py:15(<module>)
        1    0.000    0.000    0.017    0.017 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:118(DescriptorPool)
        1    0.000    0.000    0.001    0.001 metrics_utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 gen_user_ops.py:4(<module>)
        1    0.000    0.000    0.002    0.002 warm_starting_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
      135    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.001    0.001 getpass.py:11(<module>)
        1    0.000    0.000    0.000    0.000 unparser.py:27(Unparser)
        1    0.000    0.000    0.000    0.000 packed_distributed_variable.py:15(<module>)
        1    0.000    0.000    0.000    0.000 input_spec.py:16(<module>)
        1    0.000    0.000    0.000    0.000 trt_convert_windows.py:15(<module>)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 tensor_shape.py:723(TensorShape)
        1    0.000    0.000    0.000    0.000 gen_nccl_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tf_utils.py:15(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.003    0.003 basic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 discretization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_permutation.py:15(<module>)
        1    0.000    0.000    0.000    0.000 inception_resnet_v2.py:23(<module>)
        1    0.000    0.000    0.001    0.001 linear_operator_addition.py:15(<module>)
        1    0.000    0.000    0.021    0.021 audio_microfrontend_op.py:15(<module>)
       54    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      116    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.001    0.001 well_known_types.py:39(<module>)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:52(_GraphTensorArray)
       52    0.000    0.000    0.000    0.000 six.py:173(_add_module)
        1    0.000    0.000    0.003    0.003 inverse_registrations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
        2    0.000    0.000    0.000    0.000 descriptor_pool.py:127(__init__)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:15(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sync_replicas_optimizer.py:16(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 gamma.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_gpu_utils.py:15(<module>)
       92    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 signature_constants.py:17(<module>)
        8    0.000    0.000    0.003    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.004    0.004 parser.py:18(<module>)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:15(<module>)
       77    0.000    0.000    0.000    0.000 context.py:813(device_name)
        1    0.000    0.000    0.000    0.000 gradient_checker.py:20(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_py_exception_registry.PyExceptionRegistry_Init}
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:17(<module>)
       10    0.000    0.000    0.000    0.000 _defines.py:273(DEFINE_boolean)
        1    0.000    0.000    0.000    0.000 op_def_library.py:16(<module>)
        1    0.000    0.000    0.002    0.002 data_flow_grad.py:16(<module>)
        1    0.000    0.000    0.000    0.000 template.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_sendrecv_ops.py:4(<module>)
       38    0.000    0.000    0.000    0.000 typing.py:1202(_alias)
        1    0.000    0.000    0.014    0.014 xla_sharding.py:15(<module>)
        1    0.000    0.000    0.003    0.003 quantize_training.py:15(<module>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:634(_load_backward_compatible)
       25    0.000    0.000    0.000    0.000 ops.py:983(__bool__)
        2    0.000    0.000    0.009    0.005 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 snapshot.py:15(<module>)
        1    0.000    0.000    0.022    0.022 universaldetector.py:36(<module>)
        1    0.000    0.000    0.000    0.000 imagenet_utils.py:15(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.001    0.001 encoder.py:65(<module>)
        1    0.000    0.000    0.000    0.000 recurrent.py:206(RNN)
        1    0.000    0.000    0.000    0.000 mock.py:38(<setcomp>)
        1    0.000    0.000    0.001    0.001 v2_compat.py:15(<module>)
       42    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bincount_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 training_distributed.py:16(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:15(<module>)
        1    0.000    0.000    0.000    0.000 random_seed.py:17(<module>)
        1    0.000    0.000    0.000    0.000 numerics.py:16(<module>)
        1    0.000    0.000    0.002    0.002 linear_operator_circulant.py:15(<module>)
      4/1    0.000    0.000    0.000    0.000 python_message.py:1226(IsInitialized)
       24    0.000    0.000    0.001    0.000 math_ops.py:1267(truediv)
        1    0.000    0.000    0.000    0.000 ag_logging.py:15(<module>)
        1    0.000    0.000    0.000    0.000 values_util.py:15(<module>)
        1    0.000    0.000    0.001    0.001 tensor_tracer_flags.py:15(<module>)
        1    0.000    0.000    0.185    0.185 input_layer.py:17(<module>)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.002    0.002 tf_stack.py:15(<module>)
        1    0.000    0.000    0.044    0.044 __init__.py:22(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg16.py:21(<module>)
        1    0.000    0.000    0.001    0.001 interpolation.py:31(<module>)
        1    0.000    0.000    0.003    0.003 glob.py:1(<module>)
       38    0.000    0.000    0.000    0.000 decoder.py:624(BytesDecoder)
        1    0.000    0.000    0.003    0.003 dispatch.py:5(<module>)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:30(AutoCastVariable)
        1    0.000    0.000    0.000    0.000 vds.py:12(<module>)
        1    0.000    0.000    0.000    0.000 dense_attention.py:19(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator.py:48(LinearOperator)
        1    0.000    0.000    0.000    0.000 proximal_gradient_descent.py:16(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        1    0.000    0.000    0.000    0.000 decorators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 session_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ps_values.py:15(<module>)
        1    0.000    0.000    0.003    0.003 exceptions.py:1(<module>)
       19    0.000    0.000    0.000    0.000 distribution.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 solve_registrations.py:15(<module>)
    34/31    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      125    0.000    0.000    0.000    0.000 numeric.py:2193(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 device_spec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 sharing.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_composition.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:650(_EagerTensorArray)
        1    0.000    0.000    0.002    0.002 metrics.py:16(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:16(<module>)
       16    0.000    0.000    0.000    0.000 type_checkers.py:162(CheckValue)
        3    0.000    0.000    0.000    0.000 decorators.py:127(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       46    0.000    0.000    0.000    0.000 enum_type_wrapper.py:88(values)
        1    0.000    0.000    0.001    0.001 deprecation.py:16(<module>)
        1    0.000    0.000    0.004    0.004 control_flow.py:15(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:19(<module>)
        1    0.000    0.000    0.000    0.000 kullback_leibler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 resnet_v2.py:21(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        8    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
      226    0.000    0.000    0.000    0.000 inspect.py:357(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
        1    0.000    0.000    0.001    0.001 layer_utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 convolutional_recurrent.py:17(<module>)
        1    0.000    0.000    0.014    0.014 _distributor_init.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 version_utils.py:16(<module>)
        1    0.000    0.000    0.003    0.003 transpiler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_values.py:19(<module>)
      6/5    0.000    0.000    0.000    0.000 python_message.py:1064(ByteSize)
        1    0.000    0.000    0.001    0.001 module.py:15(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:923(uname)
        1    0.000    0.000    0.001    0.001 device.py:16(<module>)
       25    0.000    0.000    0.000    0.000 ops.py:5744(executing_eagerly_outside_functions)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:946(TensorArray)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 typing.py:1490(IO)
       29    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        6    0.000    0.000    0.000    0.000 ragged_math_ops.py:329(_set_ragged_segment_docstring)
        2    0.000    0.000    0.000    0.000 serialization.py:15(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 local.py:16(<module>)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:19(<module>)
      103    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
        1    0.000    0.000    0.000    0.000 gen_ragged_math_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 values.py:361(PerReplica)
        1    0.000    0.000    0.022    0.022 graph_view.py:1(<module>)
        1    0.000    0.000    0.001    0.001 socks.py:40(<module>)
        1    0.000    0.000    0.000    0.000 ragged_map_ops.py:15(<module>)
      150    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:163(<listcomp>)
       21    0.000    0.000    0.000    0.000 _flag.py:169(_parse)
        4    0.000    0.000    0.000    0.000 device_spec.py:350(_components_to_string)
        1    0.000    0.000    0.000    0.000 init_ops.py:366(UniformUnitScaling)
        1    0.000    0.000    0.001    0.001 resource_loader.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 platform.py:533(win32_ver)
        1    0.000    0.000    0.005    0.005 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 losses_utils.py:16(<module>)
        1    0.000    0.000    0.000    0.000 serialized_attributes.py:16(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:15(<module>)
        1    0.000    0.000    0.010    0.010 local_cli_wrapper.py:15(<module>)
        1    0.000    0.000    0.001    0.001 vis_utils.py:17(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 text_encoding.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 compat.py:19(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_toeplitz.py:15(<module>)
        1    0.000    0.000    0.008    0.008 analyzer_cli.py:19(<module>)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.010    0.010 c_api_util.py:16(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:4(<module>)
        1    0.000    0.000    0.002    0.002 node.py:16(<module>)
        1    0.000    0.000    0.001    0.001 function_deserialization.py:15(<module>)
        1    0.000    0.000    0.003    0.003 dumper.py:2(<module>)
      104    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.014    0.014 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       34    0.000    0.000    0.000    0.000 keras_tensor.py:168(_overload_operator)
        1    0.000    0.000    0.003    0.003 rnn_cell_wrapper_v2.py:15(<module>)
