         471783959 function calls (419599747 primitive calls) in 335.788 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 debug_gradients.py:68(GradientsDebugger)
        9    0.000    0.000    0.000    0.000 op_performance_data_pb2.py:6(<lambda>)
        6    0.000    0.000    0.000    0.000 tb_logging.py:23(get_logger)
        1    0.000    0.000    0.000    0.000 metrics.py:10(Metric)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        2    0.000    0.000    0.000    0.000 type_checkers.py:129(CheckValue)
        1    0.000    0.000    0.001    0.001 text_format.py:702(Merge)
        3    0.000    0.000    0.000    0.000 decorators.py:174(decorator)
        1    0.000    0.000    0.000    0.000 math_ops.py:406(DivideDelegateWithName)
        1    0.000    0.000    0.000    0.000 session.py:51(SessionInterface)
        1    0.000    0.000    0.000    0.000 function.py:836(_TapeGradientFunctions)
        9    0.000    0.000    0.000    0.000 function.py:3760(__init__)
        1    0.000    0.000    0.000    0.000 data_structures.py:656(Mapping)
        1    0.000    0.000    0.000    0.000 return_statements.py:183(ReturnStatementsTransformer)
        1    0.000    0.000    0.000    0.000 losses_impl.py:38(Reduction)
        1    0.000    0.000    0.000    0.000 input_lib.py:145(DistributedIteratorInterface)
        1    0.000    0.000    0.000    0.000 input_lib.py:1528(_SingleWorkerDatasetIteratorSpec)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:108(LookupInterface)
        1    0.000    0.000    0.000    0.000 adadelta.py:31(Adadelta)
        1    0.000    0.000    0.000    0.000 selections.py:120(Selection)
        1    0.000    0.000    0.000    0.000 data_utils.py:411(Sequence)
        1    0.000    0.000    0.000    0.000 connection.py:276(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:85(PReLU)
        1    0.000    0.000    0.000    0.000 core.py:1269(TFOpLambda)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:272(_StateManagerImpl)
        1    0.000    0.000    0.000    0.000 distribution.py:215(ReparameterizationType)
       12    0.000    0.000    0.000    0.000 linear_operator_algebra.py:291(__init__)
       15    0.000    0.000    0.000    0.000 mock.py:1780(<genexpr>)
        1    0.000    0.000    0.000    0.000 convert_to_constants.py:79(_Convertible)
        1    0.000    0.000    0.000    0.000 convert_to_constants.py:140(_Function)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1361(TreeBuilder)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 __init__.py:164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:254(serialize)
        1    0.000    0.000    0.000    0.000 __init__.py:264(__init__)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:273(convert)
        1    0.000    0.000    0.000    0.000 _flagvalues.py:1311(FlagHolder)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        9    0.000    0.000    0.000    0.000 python_message.py:923(_AddClearExtensionMethod)
        2    0.000    0.000    0.000    0.000 containers.py:211(__len__)
        1    0.000    0.000    0.000    0.000 containers.py:373(add)
        1    0.000    0.000    0.000    0.000 adagrad.py:33(Adagrad)
        1    0.000    0.000    0.000    0.000 tf_logging.py:151(debug)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3183(StructuredFunctionWrapper)
        1    0.000    0.000    0.000    0.000 summary_ops_v2.py:66(__init__)
        1    0.000    0.000    0.000    0.000 variables.py:72(VariableSynchronization)
        1    0.000    0.000    0.000    0.000 init_ops.py:1168(Identity)
        1    0.000    0.000    0.000    0.000 init_ops.py:1207(GlorotUniform)
        1    0.000    0.000    0.000    0.000 init_ops.py:1239(GlorotNormal)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 writer.py:42(SummaryToEventTransformer)
        1    0.000    0.000    0.000    0.000 transformer.py:87(_StateStack)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 return_statements.py:43(ConditionalReturnRewriter)
        1    0.000    0.000    0.000    0.000 transpiler.py:227(FunctionTranspiler)
        1    0.000    0.000    0.000    0.000 tpu_values.py:200(TPUMirroredVariable)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:151(_ReincarnatedPerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 load.py:472(_RestoredResource)
        1    0.000    0.000    0.000    0.000 export_output.py:32(ExportOutput)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 category_encoding.py:55(CategoryEncoding)
       10    0.000    0.000    0.000    0.000 linear_operator_algebra.py:337(__init__)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:62(TPUShardedVariable)
        1    0.000    0.000    0.000    0.000 profile_analyzer_cli.py:223(ProfileAnalyzer)
        1    0.000    0.000    0.000    0.000 environments.py:47(DerivativeBookHedgeEnv)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 context.py:219(push)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 text_format.py:808(_Parser)
        6    0.000    0.000    0.000    0.000 allocation_description_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 monitoring.py:188(get_cell)
        1    0.000    0.000    0.000    0.000 data_service_ops.py:125(_DataServiceDatasetV1)
        1    0.000    0.000    0.000    0.000 layer_serialization.py:31(LayerSavedModelSaver)
        1    0.000    0.000    0.000    0.000 lazy_loader.py:61(__getattr__)
        1    0.000    0.000    0.000    0.000 optimization_options.py:35(MapVectorizationOptions)
        1    0.000    0.000    0.000    0.000 init_ops.py:320(TruncatedNormal)
        1    0.000    0.000    0.000    0.000 function.py:403(_EagerDefinedFunction)
        1    0.000    0.000    0.000    0.000 readers.py:178(TextLineDatasetV1)
        1    0.000    0.000    0.000    0.000 cross_device_utils.py:241(CollectiveKeys)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 annos.py:33(NodeAnno)
        1    0.000    0.000    0.000    0.000 control_flow.py:46(ControlFlowTransformer)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:236(OneDeviceStrategyV1)
        5    0.000    0.000    0.000    0.000 queue_runner_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 compile_utils.py:34(Container)
        1    0.000    0.000    0.000    0.000 data_adapter.py:430(GenericArrayLikeDataAdapter)
        1    0.000    0.000    0.000    0.000 convolutional.py:52(Conv)
        1    0.000    0.000    0.000    0.000 convolutional.py:635(SeparableConv1D)
       10    0.000    0.000    0.000    0.000 linear_operator_algebra.py:381(__init__)
        1    0.000    0.000    0.000    0.000 debugger_cli_common.py:154(RichTextLines)
        1    0.000    0.000    0.000    0.000 convert_to_constants.py:703(_ConverterData)
        1    0.000    0.000    0.000    0.000 scikit_learn.py:190(KerasClassifier)
       17    0.000    0.000    0.000    0.000 errors.py:496(<genexpr>)
        1    0.000    0.000    0.000    0.000 gfile.py:89(LocalFileSystem)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 context.py:207(__init__)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:36(<module>)
        9    0.000    0.000    0.000    0.000 dispatch.py:156(dispatch_for_types)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2628(DatasetV1Adapter)
        1    0.000    0.000    0.000    0.000 unconnected_gradients.py:26(UnconnectedGradients)
        1    0.000    0.000    0.000    0.000 contract.py:612(ContractExpression)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:915(CollectiveCommunication)
        1    0.000    0.000    0.000    0.000 anno.py:43(Basic)
        1    0.000    0.000    0.000    0.000 transformer.py:32(AnalysisLevel)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:1900(DenseHashTable)
        1    0.000    0.000    0.000    0.000 load.py:860(RevivedLayer)
        1    0.000    0.000    0.000    0.000 callbacks.py:1029(History)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 model_serialization.py:27(ModelSavedModelSaver)
        1    0.000    0.000    0.000    0.000 dense_features.py:31(DenseFeatures)
        1    0.000    0.000    0.000    0.000 absltest.py:141(TempFileCleanup)
        1    0.000    0.000    0.000    0.000 convert_to_constants.py:629(_GraphDef)
        6    0.000    0.000    0.000    0.000 layout_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:149(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:816(PythonHandler)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:564(ListParser)
        1    0.000    0.000    0.000    0.000 python_message.py:453(MakeRepeatedScalarDefault)
       13    0.000    0.000    0.000    0.000 decoder.py:203(_SimpleDecoder)
        1    0.000    0.000    0.000    0.000 text_format.py:330(_Printer)
        1    0.000    0.000    0.000    0.000 monitoring.py:225(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.get_git_version}
        1    0.000    0.000    0.000    0.000 tf_stack.py:79(StackTraceMapper)
        6    0.000    0.000    0.000    0.000 device_spec.py:431(to_string)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:30(CompositeTensor)
        1    0.000    0.000    0.000    0.000 app.py:120(HelpfullFlag)
        1    0.000    0.000    0.000    0.000 codeop.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 variables.py:179(VariableMetaclass)
        4    0.000    0.000    0.000    0.000 function.py:3246(<genexpr>)
        2    0.000    0.000    0.000    0.000 auto_control_deps.py:477(register_acd_resource_resolver)
        1    0.000    0.000    0.000    0.000 grouping.py:370(_GroupByWindowDataset)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 logical_expressions.py:49(LogicalExpressionTransformer)
        1    0.000    0.000    0.000    0.000 input_lib.py:494(InputWorkers)
        1    0.000    0.000    0.000    0.000 input_lib.py:1075(DistributedDatasetV1)
        1    0.000    0.000    0.000    0.000 distribute.py:118(_RemoteDataset)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:406(MultiDeviceIteratorSpec)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1041(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 optimizers.py:756(TFOptimizer)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:168(PiecewiseConstantDecay)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:48(Reduction)
        1    0.000    0.000    0.000    0.000 connectionpool.py:60(ConnectionPool)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
        1    0.000    0.000    0.000    0.000 poolmanager.py:420(ProxyManager)
        1    0.000    0.000    0.002    0.002 certs.py:14(<module>)
        2    0.000    0.000    0.000    0.000 training.py:103(enable_multi_worker)
        1    0.000    0.000    0.000    0.000 __init__.py:399(YAMLObject)
        1    0.000    0.000    0.000    0.000 merge.py:423(Concatenate)
        1    0.000    0.000    0.000    0.000 base_feature_layer.py:32(_BaseFeaturesLayer)
        1    0.000    0.000    0.000    0.000 beta.py:354(BetaWithSoftplusConcentration)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:420(_TPUEmbeddingColumnV2)
        1    0.000    0.000    0.000    0.000 absltest.py:169(get_default_test_srcdir)
        1    0.000    0.000    0.000    0.000 absltest.py:315(_TempDir)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 module_wrapper.py:81(TFModuleWrapper)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 flags.py:73(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 context.py:1787(_set_context_locked)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:13(Options)
        1    0.000    0.000    0.000    0.000 python_message.py:1091(SerializeToString)
        1    0.000    0.000    0.000    0.000 device.py:107(MergeDevice)
        1    0.000    0.000    0.000    0.000 decorators.py:52(_AdapterFunctionCode)
        1    0.000    0.000    0.000    0.000 ops.py:5550(_DefaultGraphStack)
        1    0.000    0.000    0.000    0.000 trace.py:29(Trace)
        1    0.000    0.000    0.000    0.000 base.py:101(PythonStateSaveable)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:512(CheckpointSaverHook)
        1    0.000    0.000    0.000    0.000 tpu.py:805(PaddingSpec)
        6    0.000    0.000    0.000    0.000 device_attributes_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 values.py:871(_MirroredSaveable)
        1    0.000    0.000    0.000    0.000 control_flow.py:768(_PythonLoopChecker)
        1    0.000    0.000    0.000    0.000 ast_util.py:80(SymbolRenamer)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1410(SparseConditionalAccumulator)
        6    0.000    0.000    0.000    0.000 kernel_def_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 distribute.py:69(_RebatchDataset)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:38(_PerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:40(OneDeviceStrategy)
        1    0.000    0.000    0.000    0.000 util.py:168(_CheckpointRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:544(FakeOptimizerForRestoration)
        6    0.000    0.000    0.000    0.000 mode_keys.py:64(is_train)
        1    0.000    0.000    0.000    0.000 __init__.py:100(Value)
        1    0.000    0.000    0.000    0.000 client.py:1393(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 stateful_random_ops.py:226(GeneratorSpec)
        1    0.000    0.000    0.000    0.000 template.py:485(_EagerTemplateVariableStore)
        1    0.000    0.000    0.000    0.000 wrappers.py:39(Wrapper)
        1    0.000    0.000    0.000    0.000 feature_column.py:618(_LinearModel)
        1    0.000    0.000    0.000    0.000 feature_column.py:2351(_NumericColumn)
        1    0.000    0.000    0.000    0.000 control_flow_v2_toggles.py:28(enable_control_flow_v2)
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:41(TensorBoard)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 iterator.py:130(BatchFromFilesMixin)
        1    0.000    0.000    0.000    0.000 scikit_learn.py:33(BaseWrapper)
       12    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(<listcomp>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.000    0.000 descriptor.py:242(Descriptor)
        4    0.000    0.000    0.000    0.000 encoder.py:506(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:43(EnumTypeWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 adam.py:33(Adam)
        1    0.000    0.000    0.000    0.000 importer.py:162(ImportHookFinder)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1180(as_list)
        1    0.000    0.000    0.000    0.000 object_identity.py:25(_ObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 object_identity.py:171(ObjectIdentitySet)
        2    0.000    0.000    0.000    0.000 array_ops.py:2740(_tag_zeros_tensor)
        1    0.000    0.000    0.000    0.000 ragged_tensor.py:2384(RaggedTensorType)
        1    0.000    0.000    0.000    0.000 session.py:585(_DeviceAttributes)
        1    0.000    0.000    0.000    0.000 summary_ops_v2.py:301(NoopSummaryWriter)
        7    0.000    0.000    0.000    0.000 variable_scope.py:1024(_make_master_property)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:214(SessionRunContext)
        1    0.000    0.000    0.000    0.000 values.py:1142(VariablePolicy)
        1    0.000    0.000    0.000    0.000 converter.py:153(__init__)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:207(AUCSummationMethod)
        1    0.000    0.000    0.000    0.000 _collections.py:31(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 core.py:66(Masking)
        1    0.000    0.000    0.000    0.000 noise.py:31(GaussianNoise)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_impl.py:323(ResidualWrapperBase)
        1    0.000    0.000    0.000    0.000 mock.py:2461(PropertyMock)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:38(TfLiteRNNCell)
        1    0.000    0.000    0.000    0.000 gfile.py:217(S3FileSystem)
        1    0.000    0.000    0.000    0.000 flags.py:65(_FlagValuesWrapper)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 __init__.py:421(_running_from_pip_package)
        3    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 context.py:80(_EagerTensorCache)
        9    0.000    0.000    0.000    0.000 python_message.py:935(_AddHasExtensionMethod)
        1    0.000    0.000    0.000    0.000 containers.py:238(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:348(RepeatedCompositeFieldContainer)
        2    0.000    0.000    0.000    0.000 encoder.py:246(FieldSize)
        6    0.000    0.000    0.000    0.000 graph_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:34(RMSprop)
        1    0.000    0.000    0.000    0.000 losses.py:322(MeanAbsoluteError)
        5    0.000    0.000    0.000    0.000 dtypes.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 gfile.py:67(FastGFile)
        1    0.000    0.000    0.000    0.000 io_ops.py:313(WholeFileReader)
        1    0.000    0.000    0.000    0.000 io_ops.py:344(TextLineReader)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:90(SecondOrStepTimer)
        1    0.000    0.000    0.000    0.000 templates.py:35(ContextAdjuster)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:26(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 input_lib.py:1835(MultiStepContext)
        1    0.000    0.000    0.000    0.000 coordinator.py:411(LooperThread)
        1    0.000    0.000    0.000    0.000 saveable_hook.py:24(SaveableHook)
        1    0.000    0.000    0.000    0.000 export_output.py:102(ClassificationOutput)
        1    0.000    0.000    0.000    0.000 zipfile.py:604(LZMACompressor)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 brotli.py:222(Compressor)
        1    0.000    0.000    0.000    0.000 response.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 base_preprocessing_layer.py:40(PreprocessingLayer)
        1    0.000    0.000    0.000    0.000 convolutional.py:3172(Cropping3D)
        1    0.000    0.000    0.000    0.000 ragged_dispatch.py:533(<listcomp>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2243(SequenceDenseColumn)
        1    0.000    0.000    0.000    0.000 linear_operator_lower_triangular.py:34(LinearOperatorLowerTriangular)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:604(_TPUSharedEmbeddingColumnV2)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:123(SGD)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 error_codes.py:19(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(resource_path)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _backend.py:46(set_global_backend)
        1    0.000    0.000    0.000    0.000 _util.py:345(MapWrapper)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 context.py:164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:220(value)
        1    0.000    0.000    0.000    0.000 __init__.py:203(_LoggerLevelsFlag)
        1    0.000    0.000    0.000    0.000 minidom.py:965(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:257(DOMInputSource)
        6    0.000    0.000    0.000    0.000 python_message.py:1416(_SetListener)
        1    0.000    0.000    0.000    0.000 containers.py:684(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 message_listener.py:35(<module>)
        1    0.000    0.000    0.000    0.000 device.py:45(is_device_spec)
        1    0.000    0.000    0.000    0.000 adamax.py:32(Adamax)
        1    0.000    0.000    0.000    0.000 errors_impl.py:509(<dictcomp>)
        1    0.000    0.000    0.000    0.000 flags.py:64(_FlagValuesWrapper)
        1    0.000    0.000    0.000    0.000 session.py:1678(InteractiveSession)
        5    0.000    0.000    0.000    0.000 auto_control_deps_utils.py:31(register_read_only_resource_op)
        1    0.000    0.000    0.000    0.000 optional_ops.py:166(_OptionalImpl)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 scan_ops.py:29(_ScanDataset)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:54(_HookTimer)
        1    0.000    0.000    0.000    0.000 tpu.py:1934(_TPUInferenceContext)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:408(ReductionToOneDevice)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:520(_ConcatAndSplitPacker)
        3    0.000    0.000    0.000    0.000 compat_util.py:34(deprecated_py2_support)
        1    0.000    0.000    0.000    0.000 anno.py:37(NoValue)
        1    0.000    0.000    0.000    0.000 ast3.py:221(GAstToAst3)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:40(Status)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1239(ConditionalAccumulatorBase)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1387(_HookedSession)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:1097(StaticVocabularyTable)
        1    0.000    0.000    0.000    0.000 util.py:682(CheckpointLoadStatus)
        1    0.000    0.000    0.000    0.000 metrics.py:2715(MeanIoU)
       11    0.000    0.000    0.000    0.000 nested_structure_coder.py:523(<genexpr>)
        1    0.000    0.000    0.000    0.000 load_v1_in_v2.py:67(_EagerSavedModelLoader)
        1    0.000    0.000    0.000    0.000 input_layer.py:36(InputLayer)
        1    0.000    0.000    0.000    0.000 connection.py:18(Listener)
        1    0.000    0.000    0.000    0.000 tarfile.py:610(_FileInFile)
        1    0.000    0.000    0.000    0.000 request.py:2394(ftpwrapper)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 save.py:153(_SaveableView)
        1    0.000    0.000    0.000    0.000 convolutional.py:2482(UpSampling2D)
        1    0.000    0.000    0.000    0.000 pfor.py:1026(PForConfig)
        1    0.000    0.000    0.000    0.000 merge.py:578(Dot)
        1    0.000    0.000    0.000    0.000 recurrent.py:2240(LSTMCell)
        1    0.000    0.000    0.000    0.000 feature_column.py:2922(_IdentityCategoricalColumn)
